ds,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume
13/12/13 23:00,None,260.64,0,0,90,Snow,light snow,1664
13/12/13 23:00,None,260.64,0,0,90,Haze,haze,1664
14/12/13 00:00,None,260.65,0,0,90,Snow,light snow,1144
14/12/13 00:00,None,260.65,0,0,90,Mist,mist,1144
14/12/13 01:00,None,260.57,0,0,90,Snow,light snow,681
14/12/13 01:00,None,260.57,0,0,90,Mist,mist,681
14/12/13 02:00,None,260.48,0,0,90,Snow,light snow,506
14/12/13 03:00,None,260.86,0,0,90,Snow,light snow,365
14/12/13 04:00,None,260.86,0,0,90,Snow,light snow,432
14/12/13 04:00,None,260.86,0,0,90,Mist,mist,432
14/12/13 05:00,None,260.57,0,0,90,Snow,light snow,804
14/12/13 05:00,None,260.57,0,0,90,Mist,mist,804
14/12/13 06:00,None,260.15,0,0,90,Snow,light snow,1218
14/12/13 07:00,None,260.39,0,0,90,Snow,light snow,1868
14/12/13 07:00,None,260.39,0,0,90,Mist,mist,1868
14/12/13 08:00,None,260.14,0,0,90,Snow,light snow,2611
14/12/13 09:00,None,260.34,0,0,90,Snow,light snow,3341
14/12/13 10:00,None,261.14,0,0,75,Snow,light snow,3485
14/12/13 11:00,None,262,0,0,40,Snow,light snow,4001
14/12/13 12:00,None,262.52,0,0,90,Snow,light snow,4395
14/12/13 13:00,None,262.15,0,0,64,Snow,light snow,4825
14/12/13 14:00,None,262.14,0,0,64,Snow,light snow,4687
14/12/13 15:00,None,261.91,0,0,64,Snow,light snow,4441
14/12/13 16:00,None,261.13,0,0,90,Snow,light snow,4756
14/12/13 17:00,None,260.81,0,0,90,Snow,light snow,4670
14/12/13 18:00,None,259.83,0,0,90,Snow,light snow,3878
14/12/13 19:00,None,258.54,0,0,90,Snow,light snow,3179
14/12/13 20:00,None,257.31,0,0,90,Clouds,overcast clouds,2566
14/12/13 21:00,None,256.95,0,0,1,Clear,sky is clear,2934
14/12/13 22:00,None,255.39,0,0,1,Clear,sky is clear,2981
14/12/13 23:00,None,254.38,0,0,1,Clear,sky is clear,1831
15/12/13 00:00,None,254.14,0,0,1,Clear,sky is clear,1187
15/12/13 01:00,None,254.39,0,0,75,Clouds,broken clouds,774
15/12/13 02:00,None,254.39,0,0,75,Clouds,broken clouds,509
15/12/13 03:00,None,254.65,0,0,90,Clouds,overcast clouds,329
15/12/13 04:00,None,254.9,0,0,90,Clouds,overcast clouds,270
15/12/13 05:00,None,255.15,0,0,90,Clouds,overcast clouds,490
15/12/13 06:00,None,255.39,0,0,90,Clouds,overcast clouds,798
15/12/13 07:00,None,254.12,0,0,75,Clouds,broken clouds,1118
15/12/13 08:00,None,254.38,0,0,75,Clouds,broken clouds,1867
15/12/13 09:00,None,254.11,0,0,64,Clouds,broken clouds,2788
15/12/13 10:00,None,254.11,0,0,64,Clouds,broken clouds,3851
15/12/13 11:00,None,254.8,0,0,64,Clouds,broken clouds,3970
15/12/13 12:00,None,255.13,0,0,64,Clouds,broken clouds,3728
15/12/13 13:00,None,255.8,0,0,64,Clouds,broken clouds,3888
15/12/13 14:00,None,255.8,0,0,64,Clouds,broken clouds,3937
15/12/13 15:00,None,254.8,0,0,64,Clouds,broken clouds,4322
15/12/13 16:00,None,253.78,0,0,64,Clouds,broken clouds,4274
15/12/13 17:00,None,253.76,0,0,64,Clouds,broken clouds,3746
15/12/13 18:00,None,254.46,0,0,64,Clouds,broken clouds,3301
15/12/13 19:00,None,253.76,0,0,64,Clouds,broken clouds,2804
15/12/13 20:00,None,254.11,0,0,90,Clouds,overcast clouds,2245
15/12/13 21:00,None,253.86,0,0,75,Clouds,broken clouds,1879
15/12/13 22:00,None,254.89,0,0,90,Clouds,overcast clouds,1481
15/12/13 23:00,None,255.14,0,0,90,Clouds,overcast clouds,890
16/12/13 00:00,None,255.64,0,0,90,Clouds,overcast clouds,442
16/12/13 01:00,None,255.89,0,0,90,Clouds,overcast clouds,277
16/12/13 02:00,None,255.89,0,0,90,Clouds,overcast clouds,231
16/12/13 03:00,None,256.39,0,0,90,Snow,light snow,338
16/12/13 04:00,None,256.89,0,0,90,Snow,light snow,803
16/12/13 05:00,None,257.14,0,0,90,Clouds,overcast clouds,2726
16/12/13 06:00,None,257.32,0,0,90,Clouds,overcast clouds,5626
16/12/13 08:00,None,257.39,0,0,64,Snow,light snow,4795
16/12/13 09:00,None,257.72,0,0,64,Snow,heavy snow,3799
16/12/13 10:00,None,258.38,0.51,0,64,Rain,light rain,3567
16/12/13 10:00,None,258.38,0.51,0,64,Snow,heavy snow,3567
16/12/13 10:00,None,258.38,0.51,0,64,Mist,mist,3567
16/12/13 10:00,None,258.38,0.51,0,64,Fog,fog,3567
16/12/13 10:00,None,258.38,0.51,0,64,Haze,haze,3567
16/12/13 11:00,None,260.63,0.38,0,64,Rain,light rain,3916
16/12/13 11:00,None,260.63,0.38,0,64,Snow,light snow,3916
16/12/13 12:00,None,261.08,0.25,0,90,Rain,light rain,3914
16/12/13 12:00,None,261.08,0.25,0,90,Snow,light snow,3914
16/12/13 14:00,None,263.45,0,0,64,Clouds,broken clouds,4614
16/12/13 15:00,None,263.76,0,0,64,Clouds,broken clouds,5109
16/12/13 16:00,None,264.36,0,0,64,Clouds,broken clouds,5319
16/12/13 18:00,None,263.13,0,0,64,Clouds,broken clouds,3809
16/12/13 19:00,None,262.65,18.8,0,64,Rain,very heavy rain,2755
16/12/13 20:00,None,262.89,0,0,5,Clear,sky is clear,2353
16/12/13 22:00,None,263.11,0,0,64,Mist,mist,1528
16/12/13 23:00,None,265.01,0,0,64,Mist,mist,1036
17/12/13 00:00,None,266.69,0,0,64,Clouds,broken clouds,544
17/12/13 01:00,None,269.31,0,0,64,Snow,light snow,339
17/12/13 02:00,None,271.23,0,0,64,Clouds,broken clouds,286
17/12/13 03:00,None,272.01,0,0,64,Clouds,broken clouds,365
17/12/13 04:00,None,272.49,0,0,64,Clouds,broken clouds,842
17/12/13 05:00,None,271.95,0,0,64,Clouds,broken clouds,2710
17/12/13 06:00,None,271.44,0,0,64,Clouds,broken clouds,5273
17/12/13 07:00,None,270.4,0,0,64,Clouds,broken clouds,5463
17/12/13 09:00,None,270.2,0.25,0,64,Rain,light rain,5403
17/12/13 10:00,None,270.59,0,0,64,Clouds,broken clouds,4487
17/12/13 11:00,None,270.69,0,0,64,Clouds,broken clouds,4612
17/12/13 12:00,None,270.73,0,0,64,Snow,light snow,4703
17/12/13 13:00,None,270.08,0,0,64,Haze,haze,4941
17/12/13 13:00,None,270.08,0,0,64,Snow,light snow,4941
17/12/13 14:00,None,269.35,0,0,64,Clouds,broken clouds,5263
17/12/13 15:00,None,268.59,0,0,64,Clouds,broken clouds,5703
17/12/13 16:00,None,267.17,0,0,64,Clouds,broken clouds,5892
17/12/13 17:00,None,265.18,0,0,64,Clouds,broken clouds,5895
17/12/13 19:00,None,264.11,0,0,64,Clouds,broken clouds,3296
17/12/13 20:00,None,263.47,0,0,64,Clouds,broken clouds,2860
17/12/13 21:00,None,261.79,0,0,64,Clouds,broken clouds,2955
17/12/13 22:00,None,261.3,0,0,64,Clouds,broken clouds,3923
17/12/13 23:00,None,260.34,0,0,64,Clouds,broken clouds,1313
18/12/13 00:00,None,258.89,0,0,64,Clouds,broken clouds,658
18/12/13 01:00,None,259.26,0,0,64,Clouds,broken clouds,417
18/12/13 02:00,None,259.22,0,0,64,Clouds,broken clouds,341
18/12/13 03:00,None,259.79,0,0,64,Clouds,broken clouds,391
18/12/13 04:00,None,260.52,0,0,64,Clouds,broken clouds,860
18/12/13 05:00,None,261.7,0,0,64,Clouds,broken clouds,2760
18/12/13 06:00,None,262.87,0,0,64,Clouds,broken clouds,5747
18/12/13 07:00,None,263.82,0,0,64,Clouds,broken clouds,6221
18/12/13 08:00,None,265.05,0,0,64,Clouds,broken clouds,5856
18/12/13 09:00,None,266.38,0,0,64,Clouds,broken clouds,5131
18/12/13 10:00,None,268.5,0,0,64,Clouds,broken clouds,4750
18/12/13 11:00,None,269.78,0,0,64,Clouds,broken clouds,5005
18/12/13 12:00,None,271.55,0,0,64,Clouds,broken clouds,5126
18/12/13 13:00,None,272.75,0,0,64,Clouds,broken clouds,5209
18/12/13 14:00,None,273.85,0.38,0,64,Rain,light rain,5389
18/12/13 15:00,None,274.98,0.89,0,64,Rain,light rain,5994
18/12/13 16:00,None,275.06,0.76,0,64,Rain,light rain,6236
18/12/13 17:00,None,272.35,0.25,0,64,Rain,light rain,5793
18/12/13 19:00,None,272.04,0,0,64,Clouds,broken clouds,3278
18/12/13 20:00,None,271.33,0.51,0,1,Rain,light rain,2806
18/12/13 22:00,None,276.793,0,0,64,Clouds,broken clouds,1980
18/12/13 23:00,None,276.793,0,0,64,Clouds,broken clouds,1116
19/12/13 00:00,None,276.793,0,0,64,Clouds,broken clouds,614
19/12/13 01:00,None,276.793,0,0,64,Clouds,broken clouds,372
19/12/13 02:00,None,276.793,0,0,64,Clouds,broken clouds,288
19/12/13 03:00,None,267.63,0,0,64,Clouds,broken clouds,367
19/12/13 04:00,None,266.99,0,0,64,Clouds,broken clouds,797
19/12/13 05:00,None,266.31,0,0,64,Clouds,broken clouds,2737
19/12/13 06:00,None,265.46,0,0,64,Clouds,broken clouds,5710
19/12/13 07:00,None,264.92,0,0,64,Clouds,broken clouds,5967
19/12/13 08:00,None,264.36,0,0,64,Clouds,broken clouds,5768
19/12/13 09:00,None,264.27,0,0,64,Clouds,broken clouds,5208
19/12/13 10:00,None,264.39,0,0,64,Clouds,broken clouds,4865
19/12/13 11:00,None,264.67,0,0,64,Clouds,broken clouds,5069
19/12/13 12:00,None,264.38,0,0,64,Clouds,broken clouds,5139
19/12/13 13:00,None,264.87,0,0,64,Clouds,broken clouds,5407
19/12/13 14:00,None,264.65,0,0,64,Clouds,broken clouds,5549
19/12/13 15:00,None,264.41,0,0,64,Clouds,broken clouds,6029
19/12/13 16:00,None,264.38,0,0,64,Clouds,broken clouds,6310
19/12/13 17:00,None,264.42,0,0,90,Clouds,overcast clouds,5715
19/12/13 19:00,None,264.47,0,0,64,Clouds,broken clouds,3344
19/12/13 20:00,None,264.65,0,0,64,Snow,light snow,2789
19/12/13 21:00,None,264.51,0,0,64,Snow,snow,2563
19/12/13 22:00,None,264.54,0,0,64,Snow,light snow,2283
19/12/13 22:00,None,264.54,0,0,64,Mist,mist,2283
19/12/13 23:00,None,264.5,28.7,0,64,Rain,very heavy rain,1190
19/12/13 23:00,None,264.5,28.7,0,64,Snow,light snow,1190
20/12/13 00:00,None,264.53,14.73,0,64,Rain,heavy intensity rain,610
20/12/13 00:00,None,264.53,14.73,0,64,Snow,light snow,610
20/12/13 00:00,None,264.53,14.73,0,64,Mist,mist,610
20/12/13 01:00,None,264.14,0.38,0,64,Rain,light rain,424
20/12/13 01:00,None,264.14,0.38,0,64,Snow,light snow,424
20/12/13 01:00,None,264.14,0.38,0,64,Mist,mist,424
20/12/13 02:00,None,264.17,0,0,64,Snow,light snow,364
20/12/13 02:00,None,264.17,0,0,64,Mist,mist,364
20/12/13 03:00,None,264.22,0,0,64,Snow,light snow,415
20/12/13 04:00,None,263.89,0,0,64,Snow,light snow,800
20/12/13 05:00,None,263.06,0,0,64,Clouds,broken clouds,2492
20/12/13 06:00,None,262.94,0,0,64,Clouds,broken clouds,5219
20/12/13 07:00,None,262.77,0,0,64,Clouds,broken clouds,5906
20/12/13 08:00,None,263.29,0,0,75,Clouds,broken clouds,5209
20/12/13 10:00,None,263.77,0,0,64,Clouds,broken clouds,4703
20/12/13 11:00,None,263.9,0,0,64,Clouds,broken clouds,5373
20/12/13 12:00,None,264.32,0,0,64,Clouds,broken clouds,5347
20/12/13 13:00,None,264.84,0,0,64,Clouds,broken clouds,5477
20/12/13 14:00,None,265.25,0,0,64,Clouds,broken clouds,5714
20/12/13 15:00,None,265.38,0,0,64,Clouds,broken clouds,5864
20/12/13 16:00,None,265.56,0,0,64,Clouds,broken clouds,5884
20/12/13 17:00,None,265.14,0,0,64,Clouds,broken clouds,5609
20/12/13 19:00,None,265.12,0,0,64,Clouds,broken clouds,3531
20/12/13 20:00,None,264.86,0,0,64,Clouds,broken clouds,2837
20/12/13 21:00,None,264.86,0,0,64,Clouds,broken clouds,2757
20/12/13 22:00,None,264.85,0,0,64,Clouds,broken clouds,2736
20/12/13 23:00,None,264.71,0,0,64,Clouds,broken clouds,1831
21/12/13 00:00,None,265.09,0,0,64,Clouds,broken clouds,1042
21/12/13 01:00,None,264.9,0,0,64,Clouds,broken clouds,685
21/12/13 02:00,None,265.07,0,0,64,Clouds,broken clouds,518
21/12/13 03:00,None,264.76,0,0,64,Snow,light snow,336
21/12/13 04:00,None,264.66,0,0,64,Clouds,broken clouds,389
21/12/13 05:00,None,264.6,0,0,64,Clouds,broken clouds,724
21/12/13 06:00,None,264.67,0,0,64,Clouds,broken clouds,1197
21/12/13 07:00,None,264.58,0,0,64,Clouds,broken clouds,1749
21/12/13 08:00,None,264.63,0,0,64,Clouds,broken clouds,2646
21/12/13 09:00,None,264.93,0,0,64,Clouds,broken clouds,3307
21/12/13 10:00,None,265.65,0,0,64,Snow,light snow,3822
21/12/13 11:00,None,266.06,0,0,64,Clouds,broken clouds,4302
21/12/13 12:00,None,267.09,0,0,64,Snow,light snow,4554
21/12/13 13:00,None,267.3,0,0,64,Snow,light snow,4403
21/12/13 14:00,None,267.37,0,0,64,Snow,light snow,4535
21/12/13 15:00,None,267.53,0,0,64,Snow,light snow,4634
21/12/13 16:00,None,267.5,0,0,64,Snow,light snow,4751
21/12/13 17:00,None,266.81,0,0,90,Snow,light snow,4526
21/12/13 19:00,None,266.47,0,0,64,Clouds,broken clouds,3134
21/12/13 20:00,None,266.01,0,0,64,Snow,light snow,2777
21/12/13 21:00,None,265.81,0,0,64,Snow,light snow,2747
21/12/13 22:00,None,265.19,0,0,64,Snow,light snow,2492
21/12/13 23:00,None,264.73,0,0,64,Clouds,broken clouds,1727
22/12/13 00:00,None,263.63,0,0,64,Clouds,broken clouds,1098
22/12/13 01:00,None,263.41,0,0,64,Clouds,broken clouds,765
22/12/13 02:00,None,263.53,0,0,64,Snow,light snow,541
22/12/13 03:00,None,263.83,0,0,64,Snow,light snow,323
22/12/13 04:00,None,263.93,0,0,64,Snow,light snow,272
22/12/13 06:00,None,264.03,0,0,64,Snow,light snow,785
22/12/13 07:00,None,264.43,0,0,64,Snow,light snow,1009
22/12/13 08:00,None,264.68,0,0,64,Snow,light snow,1600
22/12/13 09:00,None,264.93,0,0,64,Snow,light snow,2491
22/12/13 10:00,None,266.62,0,0,64,Clouds,broken clouds,3163
22/12/13 11:00,None,265.65,0,0,90,Snow,light snow,3371
22/12/13 13:00,None,265.78,0,0,64,Snow,light snow,3627
22/12/13 14:00,None,266.04,0,0,64,Clouds,broken clouds,3522
22/12/13 15:00,None,265.59,0,0,64,Clouds,broken clouds,3846
22/12/13 16:00,None,264.62,0,0,64,Snow,light snow,3812
22/12/13 17:00,None,262.87,0,0,64,Snow,light snow,3273
22/12/13 19:00,None,261.69,0,0,64,Snow,light snow,2471
22/12/13 20:00,None,261.43,0,0,64,Snow,light snow,2219
22/12/13 21:00,None,260.72,0,0,64,Snow,light snow,2111
22/12/13 22:00,None,260.11,0,0,64,Snow,light snow,1796
22/12/13 23:00,None,259.77,0,0,64,Snow,light snow,1002
22/12/13 23:00,None,259.77,0,0,64,Mist,mist,1002
23/12/13 00:00,None,258.84,0,0,64,Snow,light snow,555
23/12/13 00:00,None,258.84,0,0,64,Mist,mist,555
23/12/13 01:00,None,257.82,0,0,64,Snow,light snow,362
23/12/13 01:00,None,257.82,0,0,64,Mist,mist,362
23/12/13 02:00,None,257.33,0,0,64,Snow,light snow,278
23/12/13 02:00,None,257.33,0,0,64,Mist,mist,278
23/12/13 03:00,None,256.7,0,0,64,Snow,light snow,351
23/12/13 03:00,None,256.7,0,0,64,Mist,mist,351
23/12/13 04:00,None,256.28,0,0,64,Snow,light snow,644
23/12/13 05:00,None,256.25,0,0,64,Snow,light snow,2050
23/12/13 06:00,None,256.09,0,0,64,Snow,light snow,3983
23/12/13 07:00,None,255.81,0,0,90,Snow,light snow,4640
23/12/13 08:00,None,254.87,0,0,64,Snow,light snow,4256
23/12/13 09:00,None,254.41,0,0,64,Snow,light snow,4314
23/12/13 09:00,None,254.41,0,0,64,Haze,haze,4314
23/12/13 10:00,None,255.18,0,0,64,Snow,light snow,4344
23/12/13 11:00,None,255.38,0,0,64,Clouds,broken clouds,4792
23/12/13 12:00,None,255.91,0,0,64,Snow,light snow,4769
23/12/13 13:00,None,256.14,0,0,64,Snow,light snow,4978
23/12/13 14:00,None,256.13,0,0,64,Haze,haze,5211
23/12/13 15:00,None,255.98,0,0,64,Snow,light snow,5294
23/12/13 16:00,None,255.21,0,0,64,Clouds,broken clouds,5287
23/12/13 17:00,None,255.36,0,0,64,Clouds,broken clouds,4596
23/12/13 19:00,None,255.18,0,0,64,Clouds,broken clouds,2790
23/12/13 20:00,None,254.89,0,0,64,Clouds,broken clouds,2183
23/12/13 21:00,None,252.38,0,0,90,Clouds,overcast clouds,2099
23/12/13 22:00,None,250.12,0,0,90,Clouds,overcast clouds,1660
23/12/13 23:00,None,249.45,0,0,40,Clouds,scattered clouds,1148
24/12/13 00:00,None,249.94,0,0,1,Clear,sky is clear,667
24/12/13 01:00,None,249.08,0,0,1,Clear,sky is clear,416
24/12/13 02:00,None,251.15,0,0,1,Clear,sky is clear,288
24/12/13 03:00,None,250.15,0,0,1,Clear,sky is clear,258
24/12/13 04:00,None,250.15,0,0,1,Clear,sky is clear,480
24/12/13 05:00,None,249.15,0,0,20,Snow,light snow,1342
24/12/13 05:00,None,249.15,0,0,20,Haze,haze,1342
24/12/13 06:00,None,249.15,0,0,1,Clear,sky is clear,2691
24/12/13 08:00,None,247.15,0,0,1,Clear,sky is clear,2545
24/12/13 09:00,None,249.8,0,0,1,Clear,sky is clear,2886
24/12/13 11:00,None,254.56,0,0,64,Clouds,broken clouds,3904
24/12/13 12:00,None,256.27,0,0,64,Clouds,broken clouds,4324
24/12/13 13:00,None,257.92,0,0,64,Clouds,broken clouds,4098
24/12/13 14:00,None,259.3,0,0,64,Clouds,broken clouds,4199
24/12/13 15:00,None,260.25,0,0,64,Snow,light snow,4145
24/12/13 16:00,None,260.79,0,0,64,Snow,light snow,4037
24/12/13 17:00,None,260.57,0,0,90,Snow,snow,3196
24/12/13 19:00,None,260.37,0,0,64,Snow,snow,1657
24/12/13 19:00,None,260.37,0,0,64,Mist,mist,1657
24/12/13 19:00,None,260.37,0,0,64,Fog,fog,1657
24/12/13 20:00,None,259.98,0.76,0,64,Rain,light rain,1978
24/12/13 20:00,None,259.98,0.76,0,64,Snow,light snow,1978
24/12/13 20:00,None,259.98,0.76,0,64,Mist,mist,1978
24/12/13 21:00,None,260.1,1.27,0,90,Rain,moderate rain,2221
24/12/13 21:00,None,260.1,1.27,0,90,Snow,snow,2221
24/12/13 21:00,None,260.1,1.27,0,90,Mist,mist,2221
24/12/13 22:00,None,260.07,0.76,0,64,Rain,light rain,2010
24/12/13 22:00,None,260.07,0.76,0,64,Snow,snow,2010
24/12/13 22:00,None,260.07,0.76,0,64,Mist,mist,2010
24/12/13 23:00,None,259.97,1.02,0,64,Rain,moderate rain,1375
24/12/13 23:00,None,259.97,1.02,0,64,Mist,mist,1375
25/12/13 00:00,Christmas Day,260.17,0.25,0,64,Rain,light rain,712
25/12/13 01:00,None,260.65,0,0,64,Clouds,broken clouds,549
25/12/13 02:00,None,261,0,0,64,Clouds,broken clouds,282
25/12/13 03:00,None,261.28,0,0,64,Snow,snow,164
25/12/13 04:00,None,261.63,0,0,64,Clouds,broken clouds,176
25/12/13 05:00,None,262.24,0,0,64,Clouds,broken clouds,259
25/12/13 06:00,None,262.75,0,0,64,Snow,light snow,462
25/12/13 06:00,None,262.75,0,0,64,Mist,mist,462
25/12/13 07:00,None,263.33,0,0,64,Snow,snow,538
25/12/13 07:00,None,263.33,0,0,64,Mist,mist,538
25/12/13 08:00,None,263.71,0,0,64,Snow,light snow,675
25/12/13 08:00,None,263.71,0,0,64,Mist,mist,675
25/12/13 09:00,None,264.16,0,0,64,Mist,mist,1174
25/12/13 09:00,None,264.16,0,0,64,Snow,light snow,1174
25/12/13 10:00,None,264.96,0,0,64,Haze,haze,1685
25/12/13 10:00,None,264.96,0,0,64,Mist,mist,1685
25/12/13 10:00,None,264.96,0,0,64,Snow,light snow,1685
25/12/13 11:00,None,265.93,0,0,64,Snow,light snow,2089
25/12/13 11:00,None,265.93,0,0,64,Mist,mist,2089
25/12/13 12:00,None,267.56,0,0,64,Mist,mist,2397
25/12/13 13:00,None,269.1,0,0,90,Haze,haze,2546
25/12/13 13:00,None,269.1,0,0,90,Mist,mist,2546
25/12/13 14:00,None,269.18,0.25,0,64,Rain,light rain,2683
25/12/13 14:00,None,269.18,0.25,0,64,Haze,haze,2683
25/12/13 14:00,None,269.18,0.25,0,64,Snow,light snow,2683
25/12/13 15:00,None,268.43,0.51,0,64,Rain,light rain,2666
25/12/13 16:00,None,267.48,0,0,64,Clouds,broken clouds,2699
25/12/13 17:00,None,265.41,0,0,64,Clouds,broken clouds,2735
25/12/13 19:00,None,263.92,0,0,64,Clouds,broken clouds,2713
25/12/13 20:00,None,262.89,0,0,90,Clouds,overcast clouds,2675
25/12/13 22:00,None,262.73,0,0,64,Clouds,broken clouds,1750
25/12/13 23:00,None,263,0,0,64,Snow,light snow,1035
26/12/13 00:00,None,263.39,0,0,64,Snow,light snow,584
26/12/13 01:00,None,263.39,0,0,64,Snow,light snow,326
26/12/13 02:00,None,263.49,0,0,64,Snow,light snow,247
26/12/13 03:00,None,263.62,0,0,64,Snow,light snow,308
26/12/13 04:00,None,263.49,0,0,64,Snow,light snow,583
26/12/13 05:00,None,263.34,0,0,64,Clouds,broken clouds,1908
26/12/13 06:00,None,262.75,0,0,64,Clouds,broken clouds,3764
26/12/13 07:00,None,262.07,0,0,64,Clouds,broken clouds,3861
26/12/13 08:00,None,262.11,0,0,64,Clouds,broken clouds,3554
26/12/13 09:00,None,263.22,0,0,64,Snow,light snow,3289
26/12/13 10:00,None,264.84,0,0,64,Snow,light snow,3464
26/12/13 11:00,None,266.77,0,0,64,Clouds,broken clouds,4017
26/12/13 12:00,None,267.9,0,0,64,Snow,light snow,4203
26/12/13 13:00,None,268.64,0,0,64,Snow,light snow,4534
26/12/13 13:00,None,268.64,0,0,64,Mist,mist,4534
26/12/13 14:00,None,269.18,0,0,64,Snow,light snow,4874
26/12/13 14:00,None,269.18,0,0,64,Mist,mist,4874
26/12/13 15:00,None,269.18,0,0,64,Snow,light snow,4965
26/12/13 16:00,None,269.35,0,0,64,Clouds,broken clouds,5135
26/12/13 18:00,None,268.87,0,0,64,Clouds,broken clouds,3468
26/12/13 19:00,None,268.81,0,0,64,Clouds,broken clouds,2696
26/12/13 20:00,None,268.77,0,0,64,Clouds,broken clouds,2229
26/12/13 21:00,None,267.81,0,0,64,Clouds,broken clouds,2169
26/12/13 22:00,None,266.48,0,0,64,Fog,fog,2019
26/12/13 23:00,None,265.44,0,0,64,Mist,mist,1195
27/12/13 00:00,None,264.62,0,0,64,Fog,fog,690
27/12/13 00:00,None,264.62,0,0,64,Mist,mist,690
27/12/13 01:00,None,262.28,0,0,64,Haze,haze,417
27/12/13 01:00,None,262.28,0,0,64,Fog,fog,417
27/12/13 01:00,None,262.28,0,0,64,Mist,mist,417
27/12/13 02:00,None,262.31,0,0,64,Mist,mist,308
27/12/13 02:00,None,262.31,0,0,64,Fog,fog,308
27/12/13 03:00,None,262.76,0,0,64,Fog,fog,333
27/12/13 03:00,None,262.76,0,0,64,Mist,mist,333
27/12/13 04:00,None,263.66,0,0,64,Mist,mist,628
27/12/13 05:00,None,265.83,0,0,64,Mist,mist,2008
27/12/13 06:00,None,266.98,0,0,64,Mist,mist,4012
27/12/13 07:00,None,267.53,0,0,64,Mist,mist,4037
27/12/13 08:00,None,267.79,0,0,64,Clouds,broken clouds,3943
27/12/13 09:00,None,268.69,0,0,64,Mist,mist,3734
27/12/13 10:00,None,270.63,0,0,64,Clouds,broken clouds,3900
27/12/13 11:00,None,271.94,0,0,64,Clouds,broken clouds,4555
27/12/13 12:00,None,274.25,0,0,64,Clouds,broken clouds,4809
27/12/13 13:00,None,275.5,0.41,0,64,Rain,light rain,5012
27/12/13 14:00,None,276.76,0.79,0,64,Rain,light rain,5224
27/12/13 15:00,None,277.05,1.06,0,64,Rain,moderate rain,5268
27/12/13 16:00,None,276.81,0.95,0,64,Rain,light rain,5785
27/12/13 17:00,None,275.41,0.34,0,64,Rain,light rain,5183
27/12/13 19:00,None,274.7,0.25,0,64,Rain,light rain,3143
27/12/13 20:00,None,274.32,0.25,0,64,Rain,light rain,2483
27/12/13 22:00,None,271.81,0,0,64,Clouds,broken clouds,2431
28/12/13 00:00,None,271.06,0,0,64,Mist,mist,951
28/12/13 00:00,None,271.06,0,0,64,Fog,fog,951
28/12/13 01:00,None,270.11,0,0,64,Mist,mist,624
28/12/13 01:00,None,270.11,0,0,64,Fog,fog,624
28/12/13 02:00,None,269.42,0,0,64,Mist,mist,514
28/12/13 02:00,None,269.42,0,0,64,Fog,fog,514
28/12/13 03:00,None,269.43,0,0,64,Fog,fog,338
28/12/13 03:00,None,269.43,0,0,64,Mist,mist,338
28/12/13 04:00,None,269.11,0,0,64,Fog,fog,323
28/12/13 04:00,None,269.11,0,0,64,Mist,mist,323
28/12/13 05:00,None,268.9,0,0,64,Fog,fog,688
28/12/13 05:00,None,268.9,0,0,64,Mist,mist,688
28/12/13 06:00,None,268.86,0,0,64,Mist,mist,1092
28/12/13 06:00,None,268.86,0,0,64,Fog,fog,1092
28/12/13 07:00,None,269,0,0,64,Mist,mist,1380
28/12/13 08:00,None,269.37,0,0,75,Mist,mist,1821
28/12/13 08:00,None,269.37,0,0,75,Fog,fog,1821
28/12/13 09:00,None,269.59,0,0,64,Fog,fog,2559
28/12/13 10:00,None,270.68,0,0,64,Fog,fog,3135
28/12/13 11:00,None,273.45,0,0,64,Mist,mist,3544
28/12/13 12:00,None,276.63,0.25,0,64,Rain,light rain,3896
28/12/13 13:00,None,278.52,1.07,0,64,Rain,moderate rain,4162
28/12/13 14:00,None,279.64,0.91,0,64,Rain,light rain,4077
28/12/13 15:00,None,279.32,1.41,0,64,Rain,moderate rain,4424
28/12/13 16:00,None,278.65,0.91,0,64,Rain,light rain,4451
28/12/13 17:00,None,275.45,0.25,0,64,Rain,light rain,4334
28/12/13 17:00,None,275.45,0.25,0,64,Mist,mist,4334
28/12/13 19:00,None,272.76,0.25,0,64,Rain,light rain,3206
28/12/13 19:00,None,272.76,0.25,0,64,Mist,mist,3206
28/12/13 20:00,None,272.32,0.25,0,64,Rain,light rain,2652
28/12/13 20:00,None,272.32,0.25,0,64,Mist,mist,2652
28/12/13 21:00,None,272.24,0,0,64,Clouds,broken clouds,2484
28/12/13 22:00,None,270.82,0,0,64,Mist,mist,2375
28/12/13 23:00,None,269.11,0.25,0,64,Rain,light rain,1555
28/12/13 23:00,None,269.11,0.25,0,64,Mist,mist,1555
29/12/13 00:00,None,266.7,0,0,64,Mist,mist,1057
29/12/13 00:00,None,266.7,0,0,64,Snow,light snow,1057
29/12/13 01:00,None,264.69,0,0,64,Clouds,broken clouds,724
29/12/13 02:00,None,263.06,0,0,64,Clouds,broken clouds,521
29/12/13 03:00,None,262.21,0,0,64,Clouds,broken clouds,328
29/12/13 04:00,None,260.54,0,0,64,Clouds,broken clouds,300
29/12/13 05:00,None,258.9,0,0,64,Clouds,broken clouds,484
29/12/13 06:00,None,257.43,0,0,64,Clouds,broken clouds,716
